Module,Sign,logFC,AxeExpr,t,P,adjP,Z,Count
M00374,Neg,-4.129538609009178,5.624755802311111,-6.2702044021786545,4.4317481465613317e-07,1.7411654281330455e-06,-5.602289996112249,10
M00374,Pos,3.8775406839938302,7.73742778125041,10.171475730474599,8.779426108589849e-16,4.25472937787535e-14,8.042819975200889,1
M00375,Neg,-3.7175186723862588,3.766236688630713,-5.27062660248506,3.4840923437480154e-05,9.697616459995637e-05,-4.931472601437996,7
M00375,Pos,2.243298680349055,1.3241211385712615,2.8128003320619097,0.00560591458075872,0.012393146238908,2.7701938001012003,2
M00376,Neg,-3.861494188695209,4.773710563675816,-5.90876845381456,2.6658877945538993e-05,7.376743495521716e-05,-5.36450724302656,9
M00376,Pos,2.788046014897313,3.461890019464311,5.2656921315328065,0.0037372763871727725,0.008262097492619516,4.527735858467763,3
M00377,Neg,-2.58881911977104,-0.004250134092572522,-4.39814192997657,3.417894693947155e-05,0.0001070303287957155,-4.181871309214404,2
M00378,Neg,-2.05386216754338,-0.9321350961825791,-3.92843901050862,0.0001655493066552,0.000464424502100009,-3.7665041903769203,1
M00378,Pos,4.3831798491402205,-1.57287441578417,7.40206992467669,4.24639858055996e-11,5.59975758395611e-10,6.595215059818571,1
M00389,Neg,-5.37561996927783,4.71125705329547,-8.14360656754401,5.1853707725462004e-12,9.19897134497406e-11,-6.90040714123454,1
M00392,Neg,-2.89646891826116,-0.776759865110728,-4.7104998282741795,6.38639370909533e-06,2.26948198076651e-05,-4.51317614854704,1
M00394,Neg,-2.5001834872784703,8.512667197398954,-5.353394965269095,2.8263535348504493e-05,8.629131647038403e-05,-4.936522729776655,2
M00429,Pos,3.1482254842031483,0.46783651349162403,5.025915972936853,8.802496759941624e-05,0.00023907261811048514,4.722378023321514,6
M00430,Neg,-3.75058074886948,2.02709880022821,-3.8250616038942997,0.000207241285749078,0.000571055056751369,-3.7100219411279305,1
M00432,Neg,-2.15086331939523,-0.0868437919199861,-3.3106415038359702,0.00125479184740193,0.00307900505846664,-3.22612353538648,1
M00434,Neg,-3.16750799978977,2.72815014635107,-5.3130617895207,5.66813854254347e-07,2.45809542834911e-06,-5.002194415373981,1
